DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3272;P3273S1;P3273S2;P3273S4;P3273S5;P3273S6;P3274;P3275S1;P3275S2;P3275S4;P3275S5;P3275S6;P3275S7;P3275S8;P3275S9;P3275S10;P3276;P3277S1;P3277S2;P3277S3;P3277S4;P3277S5;P3277S6;P3277S7;P3277S8;P3277S9;P3277S10;P3277S11;P3277S12;P3277S13;P3278;P3279S1;P3279S2;P3279S3;P3279S4;P3279S5;P3279S6;P3280S1;P3280S2;P3280S3;P3280S4;P3280S5;P3280S6;P3280S7;P3280S8;P3280S9;P3280S10;P3280S11;P3281;P3282;P3283S1;P3283S2;P3283S3;P3283S4;P3283S5;P3283S6;P3283S7;P3283S8;P3283S9;P3283S10;P3283S11;P3283S12;P3283S13;P3284S1;P3284S2;P3284S3;P3284S4;P3284S5;P3285;P3286;P3287S1;P3287S2;P3287S3;P3287S4;P3504;P3288;P3289;P3290;P3291;P3291S1;P3292S1;P3292S2;P3292S3;P3292S4;P3292S5;P3292S6;P3292S7;P3292S8;P3292S9;P3292S10;P3292S11;P3293S1;P3293S2;P3293S3;P3293S4;P3293S5;P3293S6;P3293S7;P3293S8;P3293S9;P3294S1;P3294S2;P3294S3;P3294S4;P3294S5;P3294S6;P3294S7;P3294S8;P3294S9;P3294S10;P3294S11;P3294S12;P3295;P3296;P3297;P3298;P3299;P3300;P3301
638571;237;3;1;3;563.94987785;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;3;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638587;237;1;1;1;145.39544233;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;1;5000000;5000000;;;1;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;1
638589;237;3;1;3;181.54597313;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;1;1;1;;;;;;;;;;;1;1;;;;;;;;;;7;1;2;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;1;4;;2;;;
638609;237;1;1;1;939.10507296;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;9;;;1;;;1;1;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;2;;;;;;13
638614;237;2;1;2;812.58267396;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;2;;;1;;;;;;;;;;12;7;1;98;98;;;;1;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;;;2;;;;;;1
638617;237;1;1;1;568.83109996;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;1;;170000;170000;;;;;;;;;;;9;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;6
638656;237;1;1;1;161.10382303;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1;1;1;;;1;;;;;;;;1;;;;;;;;;;;11;1;2;;;;;;;;;;;;;9;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638660;237;1;1;1;150.82888797;2;;;;;;;;;;;;;;;;1;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;1;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;6
638691;237;1;1;1;174.15916611;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;12;1;2;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;10
638707;237;1;1;1;59.099909834;1;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;20000;20000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638713;237;3;1;3;54.322843876;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;10;9;;98;98;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;3
638715;237;2;1;2;117.19891538;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;4;2;1;
638719;237;2;1;2;60.292774159;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638750;237;1;1;1;130.65661507;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;1;1;1;1;1;;;1;;;;1;1;;;;;;;;;;4;1;1;98;98;;;1;;;;;;;;;;;;;;;;;2;1;;1;;;1;;1;;;;;2;;;;;;6
638751;237;4;1;4;76.728350411;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;;;;1;;;1;;;;;;;;;1;;;;;;;;;;5;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638758;237;4;1;4;87.135610107;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638758;237;5;1;5;87.135610107;1;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638776;237;1;1;1;61.173086976;1;;1;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638779;237;2;1;2;83.620233643;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;2;;1;;;;;;;;;;;7;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
638783;237;2;1;2;962.18116537;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638790;237;2;1;2;456.96972642;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638804;237;1;1;1;57.445796924;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638812;237;1;1;1;113.85498521;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;1;200000;200000;;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;;;;;;7
638821;237;3;1;3;343.31942597;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;2;1;;;;;;;;;;;;7;1;2;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638824;237;3;1;3;738.14882201;1;1;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;3;1;;
638830;237;1;1;1;548.37844166;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;1;7500000;7500000;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;1;2;2;2;1;;
638850;237;1;1;1;303.13437;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;10;1;;596000;596000;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
638886;237;2;1;2;90.499255554;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;3;;;
638899;237;3;1;3;55.517375875;2;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
638911;237;6;1;6;57.335856923;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;1;;;;;;;;;;5;2;2;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;2;;;;;;3
639283;237;5;1;5;508.67858822;2;;;;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;2;;;;1;;;;;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;2;;;;;;1
639287;237;1;1;1;402.45211365;1;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;12
639296;237;2;1;2;396.73448727;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;3;2;4;1;;
639459;237;1;1;1;477.54639902;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;99;99;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;1;2;2;4;1;;
639475;237;1;1;1;372.8341733;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;2;;2;;;;;;1
639631;237;2;1;2;28.37986644;1;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;9;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
639770;237;1;1;1;118.36130399;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;12;2;;99;99;1;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;2;1;;
639845;237;1;1;1;752.19758869;1;;1;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;9;9;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;3
639937;237;1;1;1;78.500060249;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;7;2;;2000000;2000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;13
639961;237;2;1;2;1667.4807455;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;2;;;1;;;;;;;;;;3;2;2;;;1;;;1;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;2;;;;;;6
640003;237;2;1;2;443.32291417;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;3;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;;;1;;;;;1;4;;4;;;
640138;237;1;1;1;76.39570209;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
640140;237;2;1;2;60.817213193;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
640149;237;1;1;1;50.00445955;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;6
640167;237;3;1;3;55.451873528;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;5;7;;3000000;3000000;1;1;1;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;2;;;;;;7
640185;237;1;1;1;56.19261235;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;2;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;7
640194;237;1;1;1;39.317585723;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;3;7;;1000000;1000000;;;;;;;;;;2;;;;;;;;;;2;;1;;1;;;;;;;;;1;2;2;4;1;;
640209;237;1;1;1;73.566868044;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;11;4;;1500000;1500000;1;;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;3;2;3;
640259;237;1;1;1;41.732787444;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;2;;;1;;1;1;;;;;;;;1;;;1;;;;;;;;;;;;;;;;2;;1;2;2;2;1;;
640384;237;1;1;1;74.156987877;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
640427;237;1;1;1;51.759898414;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;4;5;;100000;100000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
640460;237;1;1;1;54.138409416;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;1;1;;;;;;;;;;;;9;;;;;;;;2;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;1;;;;;;;;;;2;;;;;;6
640610;237;1;1;1;497.21498151;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;3
640718;237;1;1;1;477.36961367;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;7;7;;99;99;;;;1;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;2;;;;;;3
640987;237;2;1;2;999.68540152;2;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;2;;;;1;;1;;;;;;;;1;;;;;;;;;;1;1;;;;;;;;;;1;2;2;1;2;3;
641020;237;1;1;1;1244.7651688;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;4;2;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;;1;2;2;5;1;;
641071;237;1;1;1;1277.5491585;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
641083;237;2;1;2;1193.4853006;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;9;7;;300000;300000;;;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;6
641085;237;2;1;2;1193.4853006;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;4;;800000;800000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
641098;237;1;1;1;1289.463175;2;;;;;;;;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
641228;237;1;1;1;50.925700915;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
641261;237;2;1;2;135.71229962;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
641262;237;2;1;2;87.440941418;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;5;2;;;;;;1;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;1;2;2;2;2;3;
641288;237;3;1;3;107.81415781;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;1;;1;;;;;2;;;;;;6
641299;237;1;1;1;151.91476218;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;1;99;99;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;1;2;2;2;2;3;
641337;237;1;1;1;108.32054505;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;2;2;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;12
641376;237;1;1;1;78.188701343;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;11;2;;125000;125000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;;
641489;237;1;1;1;80.20540294;2;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
641499;237;1;1;1;411.80540277;2;;;;;;;;;;;;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;;;;;;;1;4;;4;;;
641540;237;1;1;1;622.93300102;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;7;1;;99;99;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;;;;;;;1;4;;2;;1;
641572;237;2;1;2;54.243970633;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;2;;;;;;;;;;;;2;;;;;;;;;;2;1;1;1;;;;;;;;;;2;;;;;;3
641576;237;1;1;1;56.268121911;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
641577;237;2;1;2;53.930646492;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;1;;1;;;;;;;;;2;;;;;;1
641609;237;4;1;4;39.525509828;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;2;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;1
641617;237;2;1;2;63.958667077;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;1;1;;;;;;;;;;;;;;;;;1;;1;;;;;1;;;;;;;2;;;;;;1
641627;237;1;1;1;80.326924403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;;;;;7;1;2;;;;;;;1;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;1;1;3;1;;
641631;237;1;1;1;53.951182545;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4;2;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
641632;237;1;1;1;60.695080363;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;3;;1500000;1500000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;3
641701;237;2;1;2;52.189704785;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;;1;1;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;1;2;2;2;1;;
641714;237;1;1;1;59.945758384;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;2;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;2;;;;;;1
641745;237;1;1;1;65.081814644;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;;;;;;;1;;;;;;;;;;;11;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;12
641771;237;1;1;1;71.183234767;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
641806;237;4;1;4;50.245185511;2;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;2;;;;;;1;;1;;;;;;1;;;;1;;;;;;;;;;;;;;;2;;1;2;1;3;1;;
641892;237;2;1;2;75.900405376;1;;1;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;3;;1;
641900;237;2;1;2;135.34475044;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
641900;237;4;1;4;135.34475044;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
641926;237;1;1;1;47.890348171;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;8;2;;500000;500000;;;;;;;;;;2;;;;;;;;;;2;1;;;;;;;1;;;;;1;1;1;3;1;;
641933;237;1;1;1;83.517256943;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;1400000;1400000;1;;1;1;1;1;;;;;;;;1;;;;;;;1;;;;;;;1;;;;;1;2;2;2;1;;
